5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,4,4,4,4,14,15,4,6,7,6,7,4,4,4,4,4,6,7,4,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,4,10,11,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28,29,8,9,4,12,13,4,4,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,11,4,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,4,4,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,11,4,4,4,4,4,1,
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,11,4,4,4,4,4,1,
1,1,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,4,1,1,1
