15,42,42,42,42,42,42,14,15,42,43,5,5,5,41,42,42,42,42,42,42,42,42,42,14,
9,5,5,5,5,5,5,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,5,5,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,5,5,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,
9,5,5,5,5,5,5,7,10,20,20,20,20,20,20,20,20,20,20,22,5,5,5,5,7,
43,5,5,5,5,5,5,41,42,42,42,42,42,42,42,42,42,42,42,43,5,5,5,5,7,
5,5,5,5,5,5,5,5,95,94,94,94,93,93,94,94,94,94,90,5,5,5,5,5,7,
5,5,5,5,5,5,5,5,97,92,92,92,93,93,92,92,92,92,91,5,5,5,5,5,7,
5,5,5,5,5,5,5,23,20,20,20,20,22,91,23,20,20,20,20,20,20,20,20,20,11,
22,5,5,5,5,5,5,7,15,42,42,42,43,5,41,42,42,42,42,42,42,42,42,42,42,
9,5,5,5,5,5,5,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
9,5,5,5,5,5,5,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
10,20,20,20,20,20,20,11,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
